k|packed
B|104363979_485984|jack-0020337~08-31~11~500 jack-6089687~08-19~11~912 jack-0570005~08-14~11~1312 fortune-4236275~05-18~11~15 fortune-4492597~06-29~11~20480 fortune-7429226~07-22~11~19 jack-4961303~07-13~11~10078 fortune-7849269~08-02~11~3803 fortune-2018943~07-20~11~21565 fortune-8019626~07-31~11~5945 fortune-6969004~07-29~11~8769 jack-4860603~09-01~11~89 -~07-11~00~0 jack-0110514~06-23~11~91 fortune-6272696~05-18~11~34 fortune-6892739~05-13~00~13468 jack-1244060~07-22~11~32 jack-4014023~08-14~11~3055 fortune-7784516~07-23~11~17482 jack-1330403~06-17~11~300 fortune-0088071~05-27~11~1121 fortune-8821752~05-19~11~5 jack-3670736~06-18~11~104 jack-3534663~06-27~11~51 jack-7190303~07-28~11~51 fortune-4562270~08-12~11~49 jack-2848856~05-15~11~183 jack-6483290~05-21~11~1804 jack-5404734~05-24~11~1080 fortune-2195084~08-16~11~1551 jack-3498863~05-20~11~33 jack-4095036~06-16~11~1165 -~05-18~00~10 jack-1294596~06-05~11~30282 jack-7301542~05-13~11~78 fortune-7294011~05-15~11~29 jack-5977077~09-01~11~920 fortune-1988131~06-23~11~1421 fortune-8508414~06-26~11~91 fortune-5926908~05-13~11~40 jack-6199320~06-28~11~854 fortune-9844058~07-24~11~16697 -~06-19~00~12 jack-6525102~08-18~11~3414 jack-5101453~06-15~11~50479 jack-6411459~08-06~11~10667 fortune-5397785~05-24~11~1239 fortune-0785402~08-11~11~3957 fortune-2061653~08-05~11~1022 jack-4065314~07-25~11~15231 fortune-6982104~07-15~11~28780 fortune-0734591~06-18~11~103 jack-3479743~06-16~11~204 fortune-8737931~08-31~11~191 jack-4009531~07-27~11~1447 jack-5857976~08-14~11~50 jack-3001778~08-15~11~1546 jack-7581260~08-17~11~83 fortune-6875713~06-03~11~1230 fortune-0043813~05-14~11~52 fortune-6400147~05-15~11~3 jack-2612106~08-15~11~4366 jack-3377258~06-02~11~159 fortune-2917728~08-30~11~60 jack-0742870~07-25~11~773 jack-9771656~07-20~11~22673 fortune-7407744~08-13~11~40 fortune-6475190~05-19~11~34 jack-3543349~08-05~11~61 jack-6879667~05-19~11~14 jack-0936412~08-30~11~127 fortune-4222371~06-28~11~51 jack-6004413~07-21~11~20430 jack-9690815~05-14~11~44 jack-2683421~05-19~11~46 jack-7725826~08-18~11~2870 fortune-3366117~05-20~11~64 jack-9093105~05-20~11~166
B|104492471_494694|jack-0823444~05-16~11~56 jack-2943754~05-18~11~144255 fortune-2747988~05-22~11~43 jack-7738891~05-25~11~141542 fortune-8151704~05-18~00~2 -~05-19~00~0 fortune-8124117~05-18~11~45637 jack-2238579~05-18~11~99238 Niralq~05-22~11~139426 -~05-19~00~0 fortune-6948023~05-18~11~49 fortune-7979594~05-21~11~141887 fortune-1290622~05-18~11~2852 jack-9702053~05-20~11~14638 jack-0061882~05-16~11~9029 -~05-19~00~0 jack-8536641~05-16~11~6010 jack-8182326~05-19~11~1226 fortune-8956964~05-19~11~39 fortune-1474227~05-20~11~34414 fortune-3088264~05-21~11~72732 jack-2169448~05-21~11~20149 fortune-1375320~05-16~11~4596 fortune-7329937~05-19~11~26 jack-4668559~05-20~11~21269 fortune-9363484~05-16~11~26127 jack-7386906~05-16~11~155089 -~05-19~00~1 -~05-19~00~1 -~05-19~00~0 jack-0219404~05-16~10~1 jack-8242309~05-26~11~139527 jack-1319002~05-20~11~2257 jack-9592513~05-19~10~3742 fortune-4541117~05-20~11~14621
B|104601415_487606|jack-1017112~06-02~10~67 fortune-3989644~08-18~00~14297 jack-2442167~08-28~00~0 fortune-1865660~08-24~10~709 -~06-25~00~0 jack-0743327~07-11~00~5 fortune-0186618~05-31~00~4 fortune-5462025~08-16~00~1 fortune-8933588~07-23~10~18 jack-4244532~06-02~10~4 -~05-22~00~1 jack-5378676~05-16~10~8 fortune-0556954~07-05~10~11 fortune-3770047~08-01~00~1 fortune-3098200~06-01~11~36503 fortune-0001232~06-08~10~3
B|104619259_492958|fortune-7347398~06-24~10~61205 -~05-15~00~1 fortune-3189191~05-14~10~1488 jack-7437315~05-13~10~2 jack-1872207~05-13~11~194 jack-9769303~05-19~00~29115 fortune-1401182~05-13~10~39 jack-4511223~05-16~00~3506 jack-7104980~06-04~10~3 -~05-13~00~1 jack-9877554~05-13~10~8 jack-3555822~05-15~10~59849 jack-3380770~05-15~00~7 fortune-1436611~05-28~10~4 -~05-17~00~6764 jack-9750137~05-13~10~4650 -~05-13~00~1 fortune-9868435~05-13~10~1 jack-1592855~05-14~10~7180 fortune-7552506~05-15~00~759 -~05-13~00~2 fortune-1596665~05-15~10~10 fortune-5016052~05-17~00~2881 jack-6382046~05-15~00~1437 jack-7988674~06-06~00~20297
B|104768250_488475|fortune-3552050~07-28~10~15 fortune-1012488~05-25~11~142103 jack-7556075~05-21~00~64686 fortune-9942911~08-29~10~4 fortune-3988526~06-03~10~127104 -~05-17~00~1 jack-4007115~05-31~10~5353 jack-4602135~06-04~10~39908 -~05-21~00~0 fortune-8364131~08-21~10~148 jack-5173580~06-02~10~23296 fortune-2626270~08-19~00~2 fortune-5415991~06-02~00~42566 jack-8240389~07-09~11~21116 jack-1833259~05-16~00~12 jack-3091719~06-17~11~104101 -~08-16~00~1 jack-3911345~05-16~10~1 fortune-8154948~05-24~10~9 fortune-9828564~05-17~10~10
B|104806457_492367|jack-6187527~08-17~10~1 jack-5230033~05-25~10~0 jack-3099048~05-25~10~1 -~06-18~00~1 -~06-30~00~1 jack-3530264~07-31~10~154117 fortune-9392080~08-17~10~1 Jujube69~09-01~00~117974 fortune-8463543~05-31~00~20 jack-0767670~05-15~11~35 jack-3542234~06-19~00~17217 daddy880~06-17~10~90509 fortune-1906975~08-29~10~1 fortune-6571222~07-03~00~5830 fortune-7417158~08-09~00~2 jack-4895133~06-30~00~5 jack-8027382~06-14~11~2923 fortune-4234866~07-20~10~1 jack-9440489~05-23~10~44131 fortune-2002124~08-06~10~4426 fortune-8167875~07-01~10~46363
B|104806457_492368|jack-7365297~06-19~00~5 fortune-6649887~08-09~00~32 fortune-6273194~08-15~10~269 fortune-7918156~07-17~10~5260
B|104902940_489586|jack-2490136~05-29~00~0 fortune-7299514~05-29~00~13 -~05-25~00~0
B|104905419_493578|fortune-1949498~05-13~11~20152 jack-4688417~05-15~00~59269 jack-9932137~05-15~00~2996 -~05-26~00~0 fortune-8556377~05-14~00~5 fortune-4421986~05-21~10~91 jack-6513807~05-18~10~74 -~05-13~00~1 Sammy-74~05-25~10~77967 -~05-14~00~1 -~05-25~00~0 jack-8891216~05-14~00~11018 fortune-2520546~05-19~10~152606 fortune-5514987~05-13~11~11600
B|104905643_492987|jack-5083222~05-15~10~6 -~05-21~00~0 fortune-8593060~06-04~11~62 jack-1906504~05-26~00~3 fortune-8574137~05-27~00~20565 -~05-21~00~0 fortune-5889008~06-02~11~4231 fortune-2574693~07-01~11~497 fortune-3197103~06-01~10~2615 jack-7350366~06-06~10~2 -~05-16~00~1 jack-8665632~05-24~10~3 -~06-04~00~0 -~05-20~00~1 fortune-4095754~06-05~10~1
B|104923577_496887|fortune-2988608~05-30~00~80488 fortune-8960172~06-01~11~10 -~06-01~00~1 -~06-01~00~0 fortune-9045389~06-01~11~15 fortune-2973263~05-30~00~80490 jack-6143481~06-02~11~22022 -~06-01~00~1 -~06-01~00~0 -~05-30~00~2 jack-9445484~05-30~00~80488 -~05-30~00~3 -~05-30~00~6
B|104956447_497530|jack-9307166~06-19~10~180 jack-5609798~07-20~10~2 fortune-2974858~06-29~10~1381 fortune-8929140~07-09~10~3397 fortune-8612154~07-06~10~3 fortune-4606929~06-27~10~3 -~07-16~00~2 fortune-6161813~07-05~00~5 fortune-1375174~07-16~00~16 fortune-4431700~07-04~10~2 -~07-13~00~2 fortune-2326086~06-12~00~24377 jack-7018865~06-28~10~1875 jack-0471046~07-11~10~2 fortune-8659034~06-16~00~2 Leanncavs~07-13~10~1216 jack-1156845~06-04~00~3 jack-3547877~06-26~10~7 jack-5689966~07-06~10~8
B|105155591_492466|-~05-23~00~3 fortune-1289641~05-23~11~577 -~05-20~00~0 fortune-0912248~05-25~11~457 jack-7786586~06-09~11~219 fortune-4376044~05-22~11~80 fortune-4359865~05-14~11~28 jack-2859583~05-27~11~125 fortune-7592581~05-21~11~7910 jack-3851413~05-14~11~37 -~05-23~00~3 fortune-5436062~05-24~11~115863 fortune-8618551~05-29~11~104 fortune-8807133~05-23~11~61 fortune-0833494~05-22~11~59 jack-1086127~05-23~11~39 pokericardo~05-25~10~40248 pekassz~05-25~11~45948 fortune-3323551~05-23~11~82 -~05-15~00~61 -~05-15~00~5 fortune-0961045~05-29~11~9510 fortune-4626274~05-25~11~3259 gustavopedro~05-24~00~1 fortune-8850532~05-21~11~1572 fortune-4110811~05-27~11~274 jack-7916349~05-22~11~82 fortune-2286764~05-14~11~25821 fortune-6101464~05-24~11~11090 fortune-5670624~05-27~11~154 jack-5460080~05-19~11~10 jack-6407645~05-26~11~82 jack-7522238~05-25~11~4912 jack-7476107~05-24~11~60 jack-2078405~05-21~11~41 jack-7581654~05-23~11~1793 fortune-0616956~05-22~11~48 jack-4438826~05-25~11~63 jack-6854201~05-29~11~9510 penagod~05-24~10~27206 jack-1860764~05-20~11~15 fortune-5815089~05-23~11~2722 jack-7724673~05-25~11~550 fortune-3680458~06-09~11~228 jack-1177756~05-26~11~87 jack-8636857~05-14~11~2638 fortune-3723749~05-24~11~11176 fortune-7258597~08-03~11~112722 fortune-8497774~05-29~11~103 Nuno100~05-25~11~120959 fortune-6576755~05-26~11~2315 jack-8020452~05-27~11~139 -~05-15~00~0 jack-4602879~05-24~11~55 -~05-15~00~57 jack-1345381~05-23~11~2941 fortune-0527296~05-23~11~115 fortune-3790012~05-24~11~36765 -~05-23~00~2 fortune-7481895~05-22~11~41 jack-8997979~05-24~11~145795 jack-6916379~05-24~00~1 jack-1871094~06-09~11~1322 jack-3627019~05-21~11~7 fortune-3824638~05-26~11~693 jack-8494364~05-21~11~27 fortune-4095753~05-14~11~21450 jack-1213424~05-25~11~60
B|105156098_491469|sania87login~05-15~11~140907 fortune-3258778~06-03~11~12980 jack-6612409~05-25~11~41961
B|105156098_497054|fortune-4673003~08-13~10~381 jack-0236360~07-09~00~5 fortune-5089349~07-20~00~113 -~06-01~00~1 daweee7~05-15~10~98246 jack-8688373~06-20~10~10502 fortune-0621409~08-31~00~2 jack-2942438~07-09~10~4 fortune-2637228~08-13~10~18396 -~07-21~00~1 -~07-21~00~0 -~06-01~00~0 jack-1288728~06-16~10~4 -~07-29~00~4 -~06-22~00~2 jack-3265114~07-22~10~6 jack-8920438~07-29~00~1 fortune-7979441~07-06~10~4 fortune-7204773~07-29~11~1868 jack-2701073~06-01~00~18 -~08-02~00~0 jack-8829809~07-19~10~64611
B|105157473_491662|fortune-7763042~05-17~10~59329 Riyad94ps~05-23~00~5821 fortune-6748829~05-19~10~17275 jack-3904460~07-22~10~4827 jack-8276299~05-19~10~123575 jack-8008689~07-18~10~15 fortune-0272403~05-18~10~3 jack-4505384~05-29~10~263 Exwest~06-05~11~142005 jack-3554871~05-19~10~146558 Andref1904~08-04~11~110931 jack-6132435~05-29~10~1463 fortune-2733689~05-23~00~951 fortune-8870516~05-22~10~11502 jack-9657815~05-17~11~81312 El-Casininho-V2~05-27~11~69428 -~05-22~00~1 guli2004~05-15~11~178543 fortune-3497148~05-29~11~138675 jack-1806815~05-14~10~147029 imnpreet95~05-28~10~25338 fortune-2123708~06-27~10~19 jack-5761497~05-26~11~37711 fortune-5370170~05-14~10~1725 jack-5162634~07-18~10~8 fortune-3646159~08-13~11~4 Casarasta~08-14~11~1008 jack-9570957~07-18~10~1
B|105157473_497065|jack-1895892~09-01~10~43 jack-6298790~08-28~10~1589 fortune-4158896~07-14~11~15866 jack-5450183~06-26~10~4 jack-3494087~08-28~01~13 fortune-9621854~09-02~11~484 jack-8699440~06-14~11~114647 -~07-03~00~0 fortune-9485032~07-23~10~1 fortune-0783572~07-21~10~2 jack-2637796~06-27~11~10512 fortune-3261640~07-30~10~2066 fortune-1602065~08-30~10~17408 fortune-3972767~06-14~10~785 jack-1985705~08-28~10~96 jack-8206026~06-28~10~63228 fortune-6925229~07-19~10~352 fortune-5317848~06-19~10~11580 jack-1763059~07-01~00~1 -~06-01~00~0 PHIRuben~07-19~11~11131 -~06-12~00~0 jack-6583445~08-19~10~20811 fortune-1758304~08-30~00~29949 fortune-7373753~08-28~00~4 -~08-10~00~1 CBarbosa~09-02~10~32 -~06-12~00~0 jack-6268320~06-01~00~128 -~08-07~00~26251 fortune-8251208~07-14~11~39132 jack-3275721~08-30~00~2779 -~06-12~00~0 fortune-4982872~06-29~10~2 jack-0207805~08-17~10~10
B|105191727_492371|fortune-3604794~05-13~11~32 jack-9047462~05-13~11~14 fortune-9492815~06-19~11~67708 jack-0290255~06-13~11~59044 jack-7466095~06-11~11~50672 fortune-3068686~05-29~00~165 fortune-0950139~06-12~11~52135 jack-7607157~06-13~10~58903 fortune-4324022~05-13~11~73836 jack-1676821~05-29~00~4 jack-2553720~08-07~11~143204 fortune-4727092~05-16~11~16835 jack-9678748~06-13~10~59059 jack-6415502~05-17~11~16701 fortune-8839357~05-13~11~21 fortune-9249230~06-13~10~58606
B|105266505_492220|jack-3747296~08-03~10~3030 Tabors1991~05-24~10~18 fortune-4184327~05-20~00~20692 jack-1686427~05-14~00~93614 jack-6345391~05-15~00~38451 jack-0716025~05-16~00~70870 jack-2224283~05-14~00~70517
B|105280811_492323|jack-1162428~05-21~10~22 jack-9403260~05-29~11~66276 jack-5667483~05-15~11~148692 Knappen~05-13~11~144509 fortune-7123077~05-16~11~1006 fortune-2351178~05-22~10~2 jack-5414289~05-17~10~124317 fortune-1835295~05-28~10~6660 Andersand0~05-29~11~138817 jack-8453803~05-25~10~3 Nichlasjensen97~05-15~10~40194 fortune-6748660~07-15~11~164695 -~05-13~00~1 Lamse~05-17~11~152004 jack-0499355~05-29~10~33249 fortune-7010251~07-23~10~125214 lorteskideren~06-12~11~163069 fortune-8217446~06-02~11~79076 fortune-7245794~07-24~10~126680 jack-2007720~05-27~10~48826 jack-5100260~08-18~10~153063 fortune-1128358~05-23~11~158215 jack-6318043~06-02~11~15 fortune-0256435~06-08~11~88888 fortune-4831906~06-04~10~31917 fortune-2237975~06-02~11~84799 jack-7996823~07-24~00~118164 LyngeHD~07-25~10~178864
B|105280811_497414|jack-3570893~06-15~00~0 fortune-3844314~07-24~10~20 jack-6315557~06-28~10~69756 jack-4430835~08-04~10~0 jack-9908431~06-22~11~28 jack-2818866~07-05~11~77558 fortune-5816993~06-19~11~70 Yuazz~06-25~10~51777 duskefusk~06-15~10~71794 fortune-3155526~06-20~11~105615 fortune-1528356~06-20~10~3 -~06-09~00~0 jack-7229145~07-03~10~68581 -~06-19~00~0 -~08-02~00~1 -~07-18~00~0 fortune-4130678~07-31~10~104990 jack-4740911~06-21~11~60663 jack-5070499~06-25~00~5658 fortune-0704905~07-20~11~63290 jack-0754426~07-04~10~3 fortune-2449683~06-21~10~16 Knutti~06-15~11~99135 LSkob~08-10~11~35069 jack-0750483~06-25~10~1 KongKings~06-28~11~83928 ELS123~08-04~11~42797 jack-7890105~06-19~10~2028 j1gz1~06-24~11~95140 fortune-4315558~07-28~10~57692 jack-6353299~07-19~11~42 jack-5099707~07-31~11~686 jack-3833509~06-16~10~749 fortune-6010985~07-31~11~45910 fortune-5699678~06-25~00~34546 Sorensen~07-03~11~88351 jack-1383525~07-26~10~10028 fortune-0970844~06-29~11~92309 EmmaB~06-22~11~95274 jack-4685662~06-15~10~17 -~06-25~00~2 jack-8204766~07-16~11~68425 fortune-0731798~07-31~11~44769 jack-7351739~07-17~11~4239 julemanden~06-14~11~115647 fortune-5199718~07-03~10~34 jack-4014535~08-16~10~4 fortune-2699064~06-22~10~9581 jack-9673241~06-26~11~51752
B|105284095_494198|flavex~06-01~11~119389 jack-0969534~06-04~10~9 jack-0484590~06-01~10~2040 fortune-0828604~05-15~10~1 fortune-7214289~05-24~11~10930 fortune-3736926~05-17~10~11 fortune-2477341~05-25~00~97787 -~06-04~00~0 fortune-3671890~06-05~10~3 -~05-19~00~1 jack-1099617~05-15~11~17 -~05-20~00~1 jack-2378659~06-03~10~2998 jack-5822383~05-23~10~844 jack-5364175~06-03~10~1164 fortune-8845069~05-21~11~34423 -~05-18~00~0 jack-9667185~06-10~10~1 fortune-8608073~05-30~11~92 Boosted21~05-14~11~75309 fortune-8061399~05-24~10~2 richardvnz~05-22~10~889 jack-5790464~06-10~10~6943 fortune-4678545~05-19~11~151702 fortune-7102434~06-04~10~2 jack-1856237~05-21~10~1 DaiwaTv~05-26~11~123346 fortune-9559379~05-22~11~129 jack-4362927~05-19~11~45815 fortune-4649070~05-21~10~1248 fortune-4821618~05-30~10~9 gigga_31~06-10~11~1164 fortune-9467739~05-15~10~1082
B|105284192_492357|fortune-1115881~05-16~10~1 fortune-1545869~05-28~11~125 fortune-3089634~05-21~10~2 jack-7680802~06-22~10~23 fortune-2519448~06-06~10~33018 jack-4147931~05-27~00~6 jack-2013338~05-18~10~7 fortune-0319765~05-31~10~3 jack-8701912~06-26~10~1 -~06-16~00~1 jack-3005480~05-29~10~0 fortune-4077888~05-29~11~8666 jack-3770312~05-28~10~15 jack-0201722~06-13~10~1 jack-2789748~06-10~10~6 jack-7103097~05-27~11~55567 fortune-8828989~06-25~10~1 jack-2289723~05-27~11~860 fortune-5153563~05-21~10~4 jack-3963337~06-04~10~1
B|105284192_492361|-~06-10~00~3 -~06-16~00~0 -~06-12~00~0
B|105284192_501202|jack-9600751~07-10~10~1009 fortune-7699775~07-27~00~1 jack-6651900~07-28~10~30163 jack-0886051~07-27~10~5 fortune-5964834~07-26~10~6 jack-2070217~07-25~10~12 fortune-4629065~07-23~10~50522
B|105301207_496527|jack-3894410~05-30~00~102483 jack-1258642~06-28~10~32832 fortune-7091395~06-11~10~7 jack-6645113~06-05~00~20275 -~05-29~00~2 -~06-11~00~1 jack-5818227~06-03~00~32784 jack-0373851~06-02~10~1575 jack-9258595~06-27~00~28202 fortune-3526192~06-09~10~2 fortune-5839091~05-28~10~9 jack-5923133~06-03~00~8 fortune-2317043~06-01~00~46817 jack-7699191~06-10~10~24565 -~06-09~00~1 jack-9407309~06-09~10~9 -~06-01~00~5 -~05-30~00~1 -~06-01~00~2 fortune-1175634~05-28~10~7 jack-1933829~06-11~10~38 -~06-11~00~2 fortune-6129274~06-11~00~27 jack-5109625~06-02~10~2 fortune-1922284~06-10~00~48365 fortune-8005135~06-09~10~3 fortune-4209084~06-11~10~3 -~06-11~00~135 jack-9129895~06-03~10~7 fortune-4347460~06-06~00~1 -~05-31~00~1 jack-6782410~06-11~10~5 jack-2494460~06-11~10~1 jack-5081222~06-04~10~106409 fortune-6428020~06-11~10~6 jack-0009612~05-27~00~96801 -~06-11~00~2 -~06-09~00~10032 fortune-1489158~06-01~00~51 jack-1009190~05-28~00~8568 jack-1237502~06-10~10~3 fortune-2322505~06-24~00~5 jack-2544765~06-10~00~8 jack-5153255~06-05~10~24324 fortune-7335505~05-28~10~7 jack-8793667~06-14~00~7 jack-1478801~06-08~10~66077 fortune-2752697~07-01~10~34108 fortune-6133988~06-07~10~14 -~05-28~00~1 fortune-2171212~06-11~10~27200 jack-3052719~06-09~10~50731 fortune-4514069~05-28~10~2 fortune-6765146~06-11~10~5 fortune-1169279~05-29~00~6846 jack-7769042~05-31~10~7088 fortune-9447982~06-11~00~342 -~06-08~00~2 fortune-7309393~06-05~00~2396 jack-4003543~06-04~00~2 fortune-6742378~06-11~10~2796 jack-6187036~07-02~00~40946 jack-3776624~06-07~10~5 -~06-07~00~2 fortune-4831450~06-03~10~31401 -~06-11~00~1 fortune-2206290~05-27~10~38871 fortune-7050960~06-06~10~6 fortune-1820785~05-30~10~6 jack-4354903~06-04~10~9 jack-9870885~05-29~10~26341 -~05-28~00~1 fortune-2867379~06-23~10~55601 jack-8002713~05-31~10~94123 -~06-10~00~1 jack-1216495~06-07~10~4 fortune-3535128~06-07~10~21331 -~06-05~00~4 jack-9212351~06-02~10~5 -~05-28~00~1 fortune-8416706~06-15~00~5821 jack-9403190~06-01~10~5 fortune-1773372~05-28~00~27272 jack-6896140~07-09~10~47988 fortune-1446476~05-29~10~4 -~06-09~00~1 -~06-11~00~15 fortune-4817990~06-10~10~7 jack-0831950~05-27~00~9131 -~06-11~00~2 fortune-9914173~06-22~10~77639 fortune-7296707~05-31~10~36700 fortune-6662959~06-07~10~2 fortune-9731062~06-06~10~22289 jack-5011275~06-04~10~10070 fortune-8712726~06-02~10~35724 jack-5898643~06-08~00~71870 jack-7033905~06-12~00~1438 jack-4213459~05-18~00~26198 jack-7382177~06-06~10~22 jack-8479359~06-10~10~17 jack-4217884~06-12~10~7 fortune-2030614~06-24~10~25868 -~06-11~00~1 -~06-01~00~1 -~06-06~00~1 -~06-09~00~1 fortune-9689147~06-19~10~2 -~06-10~00~1 fortune-8654002~05-31~10~5 jack-6861308~05-29~10~37 jack-8081545~06-10~10~18595 fortune-8754042~05-27~10~9330 fortune-6139210~06-11~10~2 fortune-8310733~06-11~10~9 fortune-5524702~06-07~10~5 fortune-2536005~06-10~10~5516 fortune-5931986~06-01~10~2 jack-7524591~06-09~00~37415 fortune-6846277~06-06~11~114775 -~06-09~00~1 fortune-5709197~06-11~00~3 fortune-4644110~05-31~10~17334 jack-3444407~06-11~00~717 fortune-7869043~06-12~00~1 fortune-0828012~06-05~00~24 jack-0038182~06-07~10~3407 fortune-1155642~06-01~10~6 Mariann10211989~05-19~10~67793
B|105301207_496687|jack-4393563~05-30~10~53257 jack-3219830~05-30~10~89728 jack-0350840~05-29~00~2 fortune-1946907~05-30~10~4
