btag|packed
5046570_493854|06-01~98,0 05-22~11,2 07-23~4,0 2026-05~262,2 05-25~53,0 2026-07~4,0 05-29~82,0 05-19~17,0 05-21~16,0 05-11~4,0 05-31~68,0 05-18~2,0 2026-06~98,0 all~364,2 2026-06M~98,0 05-20~3,0 05-08~6,0
5046570_497042|06-05~39,0 07-19~101,7 06-01~6,0 06-06~28,3 09-02~2,0 2026-08M~42,2 06-17~9,0 05-29~22,0 06-13~18,0 08-08~29,0 08-13~19,2 05-30~20,0 2026-07M~151,0 08-18~75,0 07-23~2,0 08-30~20,0 08-17~71,2 all~5497,154 06-04~98,3 05-01~14,0 06-21~256,4 07-24~11,0 07-14~129,2 05-28~29,0 06-19~55,0 07-01~31,0 06-08~2,0 07-10~17,0 07-07~134,0 08-10~28,0 2026-06~2204,28 06-22~244,1 2026-09M~2,0 08-25~32,0 08-24~18,0 06-24~225,2 06-02~358,4 2026-06M~364,4 06-25~35,1 07-28~9,0 06-30~70,0 07-30~132,7 08-16~528,14 08-26~5,0 06-18~16,0 07-02~120,0 06-14~44,3 06-27~97,1 08-11~82,3 08-19~15,0 2026-09~2,0 08-09~4,0 06-10~39,0 06-20~96,0 07-03~87,1 08-07~17,7 2026-07~1906,90 07-12~195,4 08-01~15,1 07-06~5,0 07-04~19,0 07-16~126,13 07-25~25,3 06-11~52,0 07-09~10,0 06-23~28,0 08-23~131,4 08-21~7,0 2026-05M~14,0 07-20~43,5 07-18~489,45 06-03~95,1 08-31~43,2 06-07~72,1 06-26~138,4 2026-05~85,0 07-15~17,0 08-12~23,0 2026-08~1300,36 07-17~34,0 06-16~19,0 07-11~49,2 06-09~15,0 08-27~29,0 08-06~3,0 06-12~12,0 08-02~27,1 08-05~15,0 06-29~38,0 08-22~42,0 07-13~32,0 08-29~22,0 07-29~89,1
5053091_182194|all~368,16 08-23~45,0 07-29~23,0 06-01~105,0 07-19~83,14 05-25~64,0 2026-07~118,16 06-22~10,0 2026-06M~105,0 07-20~12,2 06-30~26,0 2026-08~45,0 2026-05~64,0 2026-06~141,0
5281392_365155|06-14~8,0 2026-09~4,0 06-08~3,0 07-10~46,0 08-18~57,1 2026-08~84,1 08-21~14,0 05-09~6,0 07-19~2,0 all~226,5 05-28~36,4 06-07~11,0 2026-06~24,0 06-24~1,0 07-15~9,0 07-24~1,0 2026-05~56,4 06-13~1,0 2026-09M~4,0 05-31~9,0 08-28~13,0 09-01~4,0 2026-07~58,0 05-18~5,0
5281392_425886|07-23~8,0 05-25~18,0 06-13~47,1 08-01~31,1 07-22~26,0 06-09~68,0 07-21~52,0 2026-08M~31,1 06-10~71,0 07-27~42,0 08-09~97,1 05-24~83,2 05-01~56,0 07-26~1,0 08-20~67,0 06-23~69,1 08-22~14,1 2026-06~908,15 06-08~120,1 06-06~16,0 2026-09M~113,0 06-24~12,0 06-28~21,6 06-04~6,0 08-16~40,1 05-02~42,1 05-04~40,0 05-22~35,1 2026-08~587,20 05-05~12,0 2026-05M~98,1 08-30~42,3 06-16~5,0 07-20~52,0 05-07~55,0 05-14~59,0 all~2597,41 06-26~104,0 06-03~157,1 2026-07M~6,0 06-05~26,1 06-14~13,0 08-13~32,4 07-04~68,0 08-11~42,3 07-15~1,1 06-27~21,1 07-01~6,0 08-10~13,0 05-03~77,1 06-30~69,0 2026-06M~65,3 08-12~52,0 2026-09~113,0 05-06~45,0 07-03~137,0 2026-07~456,1 05-17~9,0 06-02~65,3 2026-05~533,5 06-15~17,0 07-19~29,0 07-31~27,0 08-31~25,0 09-01~113,0 08-07~83,5 08-08~49,1 06-07~1,0 07-25~7,0 05-11~2,0
5281392_459651|07-12~17,0 07-16~35,3 06-09~18,1 06-18~55,0 05-26~1,0 07-28~23,5 all~1973,47 08-17~4,0 05-10~3,0 08-05~67,1 08-18~15,1 05-27~72,1 2026-07M~175,4 06-10~21,0 07-29~429,5 08-10~2,0 08-23~57,0 2026-05~391,3 07-27~119,3 05-17~13,1 07-30~21,0 07-23~19,4 2026-06~271,3 08-06~5,0 05-18~39,0 08-22~13,0 06-20~40,0 2026-08~211,3 08-02~2,0 07-09~58,2 08-01~32,1 07-21~13,4 06-13~23,1 08-12~7,0 07-22~49,0 07-06~22,1 2026-08M~34,1 07-25~58,2 07-14~6,0 06-08~17,1 06-29~45,0 07-31~33,5 07-20~5,0 2026-07~1100,38 07-01~175,4 06-19~44,0 06-21~8,0 07-05~18,0 08-03~7,0 05-28~102,1 05-12~161,0
5281392_466844|06-06~75,0 08-27~4,0 06-23~21,0 06-16~9,0 05-13~31,0 05-26~79,0 07-05~24,0 08-26~21,0 06-19~45,2 07-01~22,0 05-12~148,0 05-17~42,0 08-25~2,0 06-07~56,0 2026-05~3288,52 05-24~60,1 06-15~14,0 08-22~129,4 07-24~32,0 06-03~130,0 06-12~4,0 06-26~55,0 05-08~71,0 06-08~43,0 08-14~26,0 06-22~7,0 05-03~9,0 06-18~7,0 08-12~68,3 06-04~99,3 08-18~107,0 05-06~97,1 05-07~14,0 2026-06~1843,25 08-10~2,0 05-02~11,0 05-19~296,0 05-18~166,1 2026-09~3,0 05-23~72,4 05-10~36,0 2026-05M~49,0 06-11~14,0 07-09~3,0 07-23~151,9 06-28~60,0 06-13~30,3 05-22~253,1 2026-08~978,17 2026-07~616,11 07-13~21,0 05-25~169,5 06-30~19,0 2026-09M~3,0 09-01~3,0 08-19~6,0 07-20~16,0 05-11~29,0 05-27~96,9 06-25~444,4 07-17~38,0 08-28~53,0 05-05~67,0 07-15~55,0 08-11~301,6 07-11~12,0 06-09~169,1 05-01~38,0 08-20~1,0 05-31~75,0 07-06~1,0 08-05~26,2 05-21~129,2 06-21~4,0 07-14~176,2 05-28~95,18 05-29~143,1 06-10~45,0 07-04~9,0 06-27~158,0 06-24~30,0 05-09~36,0 05-14~108,8 08-07~5,1 08-13~92,0 08-04~5,1 2026-06M~220,8 05-20~407,0 07-02~35,0 06-02~61,7 07-31~10,0 06-29~18,0 05-04~12,0 05-16~242,0 05-30~73,1 2026-07M~57,0 06-05~14,2 07-03~8,0 06-17~11,0 06-14~42,2 05-15~184,0 07-19~3,0 06-01~159,1 08-17~38,0 all~6728,105 08-30~92,0
53105926_479490|05-30~46,2 05-01~358,10 06-22~42,1 06-24~267,4 06-27~26,0 06-14~70,2 08-28~33,4 06-05~49,0 06-21~107,4 06-04~107,1 08-19~232,13 09-01~116,1 07-14~200,9 07-17~199,4 06-12~212,1 07-06~342,9 05-26~84,0 05-13~35,0 07-16~623,9 05-14~308,2 07-23~218,10 08-22~26,0 06-10~252,4 07-08~410,5 07-22~185,8 05-18~221,21 07-01~395,10 06-19~126,4 07-30~196,12 06-28~116,2 08-29~135,3 08-02~50,0 07-18~51,4 2026-05M~514,10 06-30~90,2 07-28~214,22 05-21~126,2 05-22~84,1 05-16~26,3 all~26665,893 08-30~115,6 07-20~268,5 08-23~278,9 07-13~477,9 05-24~209,2 06-25~207,4 05-17~49,1 05-25~170,1 05-02~156,0 05-19~171,10 05-20~240,3 06-16~582,2 08-25~131,1 08-04~196,10 06-18~138,1 08-08~145,3 05-29~201,0 07-21~131,2 08-05~309,13 05-10~839,20 05-15~39,3 09-02~136,0 07-05~178,6 05-07~394,2 06-17~1504,13 08-18~60,2 05-05~19,0 08-07~198,51 08-11~170,8 08-27~6,0 05-04~27,0 06-03~208,4 08-12~55,10 07-29~174,10 07-02~456,7 05-09~169,5 2026-08~5536,291 06-06~113,4 08-03~319,4 2026-07M~851,17 07-03~178,2 06-15~101,2 2026-07~7766,325 08-20~221,6 07-09~341,12 06-11~215,6 2026-05~6145,163 08-06~439,32 06-29~267,1 07-31~7,0 05-31~173,13 08-01~264,24 07-27~216,87 06-26~197,1 08-09~92,9 05-11~456,17 2026-06~6966,113 08-24~175,0 06-20~333,4 05-08~243,10 07-12~193,0 05-27~107,10 2026-08M~314,24 05-23~45,3 05-12~488,12 06-13~506,2 05-03~254,3 05-06~304,4 07-15~295,0 08-10~156,5 06-09~106,5 07-11~154,2 08-31~94,8 08-26~2,0 2026-06M~448,11 2026-09M~252,1 06-01~261,8 07-19~43,1 06-02~187,3 08-13~373,1 08-14~205,8 07-04~159,1 07-26~360,47 07-24~346,18 08-17~312,25 07-07~462,5 08-21~245,3 08-16~175,2 08-15~325,31 2026-09~252,1 05-28~104,3 06-23~489,24 07-25~168,8 07-10~127,1 06-08~44,0 06-07~44,4
5885261_500855|2026-06~209,3 07-17~9,0 08-11~426,19 08-28~817,35 07-06~76,0 08-03~436,14 07-02~2,0 05-11~2,0 2026-05~83,2 08-06~686,34 07-29~397,8 08-20~700,8 2026-08~17242,490 08-25~441,4 08-19~671,4 09-01~411,1 08-21~636,4 2026-07~1531,45 07-09~1,0 06-11~61,0 08-01~279,10 06-22~33,0 08-09~270,4 08-30~744,23 07-14~4,0 07-13~14,0 07-04~103,5 08-08~514,34 08-14~206,8 2026-08M~765,45 07-11~3,0 08-12~256,0 08-10~207,10 09-02~266,1 07-24~207,5 07-23~2,0 07-21~4,0 08-04~280,6 07-22~4,0 08-22~740,7 06-15~24,0 08-16~850,20 07-20~38,0 08-23~644,5 08-31~748,27 06-30~43,3 07-28~184,19 08-15~915,15 07-27~1,0 08-29~1572,48 2026-09M~677,2 06-18~1,0 07-10~5,0 06-08~47,0 07-30~323,6 07-07~8,0 08-18~546,9 08-27~320,2 08-26~460,12 07-01~9,0 07-31~63,2 2026-07M~11,0 05-30~47,0 07-05~71,0 08-24~452,5 08-05~389,19 05-28~34,2 07-08~3,0 08-02~486,35 08-07~761,34 08-13~421,31 08-17~369,4 all~19742,542 2026-09~677,2
60705687_484316|09-02~221,10 05-02~86,2 07-04~435,16 05-23~62,0 06-18~752,11 07-07~725,2 08-03~632,26 05-03~14,0 07-16~492,16 08-16~138,8 05-30~401,2 07-12~901,15 06-26~854,47 08-11~31,0 05-29~438,5 08-01~626,93 06-22~507,9 06-23~311,51 08-13~154,4 08-29~149,6 05-28~280,7 2026-05M~240,4 07-05~1395,5 05-18~259,8 07-20~377,5 08-12~30,0 06-25~839,30 06-15~368,5 2026-05~4849,78 05-31~363,9 05-26~135,5 08-26~104,3 07-18~550,10 06-11~769,20 07-09~665,2 2026-09~970,19 06-06~195,10 09-01~749,9 08-19~62,0 08-23~53,6 06-27~275,39 08-22~41,4 08-09~732,129 2026-07~17094,398 07-23~408,4 08-27~164,12 07-25~547,8 08-06~97,1 2026-06M~617,16 all~46605,1548 05-16~255,0 07-03~667,15 07-24~512,5 07-31~603,30 06-29~427,17 07-29~393,45 07-19~719,9 06-01~178,8 08-07~277,14 06-03~183,0 07-15~324,0 05-17~107,3 05-01~154,2 07-26~434,8 08-08~432,40 2026-06~15691,452 08-10~101,1 07-11~158,6 06-09~692,33 05-14~235,6 07-21~342,28 06-02~439,8 2026-09M~970,19 05-24~482,4 05-19~288,1 08-02~811,79 05-27~241,2 05-12~126,4 05-25~87,6 08-20~39,3 08-24~91,10 05-13~249,7 06-13~369,11 08-14~273,8 08-25~136,8 08-18~60,6 06-07~263,0 07-14~719,6 08-17~54,1 06-05~231,2 05-20~200,0 08-04~227,6 06-17~701,5 2026-07M~876,74 06-24~334,28 06-08~604,15 07-10~394,0 07-22~398,20 06-21~618,12 06-19~664,7 07-01~398,36 06-04~434,4 07-02~478,38 08-28~707,22 08-31~629,21 07-06~544,2 07-27~332,2 05-22~39,0 06-14~520,0 05-21~82,0 06-16~982,12 07-17~505,9 07-08~1057,9 06-10~453,6 08-05~131,1 07-13~398,1 06-20~402,21 2026-08M~1437,172 08-21~124,11 07-28~384,6 06-30~538,14 08-15~269,26 2026-08~8001,601 06-12~957,7 08-30~627,52 05-04~59,4 06-28~832,20 07-30~840,40 05-15~207,1
60705687_502835|08-01~224,3 07-18~115,0 08-05~99,0 08-02~425,11 08-13~44,2 08-17~21,0 2026-09M~184,2 07-16~27,1 08-25~37,0 07-17~302,2 07-28~175,1 08-08~446,26 2026-08~3547,101 07-26~40,0 07-27~152,2 08-26~40,2 07-22~27,0 08-20~50,0 07-30~88,0 08-06~337,2 08-21~3,0 08-10~170,5 08-29~12,1 08-30~13,0 08-24~12,0 2026-09~184,2 07-31~100,0 07-25~149,7 08-28~131,2 07-20~71,8 09-02~129,2 08-11~53,2 08-18~44,2 08-31~94,0 08-15~40,0 08-27~24,0 08-04~219,3 all~5104,126 09-01~55,0 08-07~219,1 07-29~26,0 08-03~348,21 08-22~17,0 08-09~81,2 08-16~344,16 2026-08M~649,14 07-24~93,0 07-19~8,2 2026-07~1373,23
60791487_337537|05-31~4,0 08-16~14,2 all~1660,66 05-13~12,0 08-06~33,0 05-15~2,0 05-20~2,1 07-04~3,1 05-24~4,2 06-29~4,1 07-31~1,0 07-25~2,0 08-21~15,2 08-24~2,0 07-03~26,1 05-03~10,0 07-23~30,0 2026-05M~61,2 2026-05~217,17 05-29~1,0 07-17~5,0 05-08~2,0 07-24~7,0 08-04~7,2 2026-09~35,0 05-30~3,1 06-18~3,0 07-27~2,0 05-18~6,0 07-05~42,0 08-01~30,1 07-28~9,6 05-23~1,1 08-22~26,0 2026-06M~1,0 06-20~1,0 07-09~94,2 06-11~8,0 06-16~64,3 05-02~9,0 08-25~1,0 08-15~73,4 08-28~1,0 08-09~7,0 05-07~1,0 07-22~77,0 06-14~5,0 06-23~25,6 2026-08M~30,1 08-19~16,0 09-01~26,0 05-01~52,2 06-27~2,0 2026-07~702,14 07-10~18,0 06-08~11,0 2026-09M~35,0 07-06~76,0 08-29~2,0 06-09~1,0 07-11~47,0 07-30~14,0 06-28~1,0 07-21~87,0 08-08~59,0 08-20~64,1 05-09~12,4 06-15~1,0 07-07~10,2 06-13~2,1 06-02~1,0 08-05~17,0 07-20~13,1 06-10~28,3 08-27~6,3 08-10~14,0 08-12~15,2 06-19~5,0 08-03~6,0 08-17~39,0 2026-06~163,14 2026-08~543,21 06-06~1,0 05-25~14,0 08-11~1,0 08-18~95,4 07-13~127,0 07-16~12,1 05-12~45,1 05-21~34,5 09-02~9,0 05-10~3,0
61014914_433206|06-29~21,0 all~985,17 05-02~46,4 06-16~28,1 05-30~35,0 2026-07M~75,1 05-29~27,0 06-02~46,0 05-09~25,0 06-10~78,2 05-19~140,4 05-21~115,1 05-17~30,0 06-30~50,1 05-14~159,3 2026-05M~46,4 06-11~13,0 2026-07~75,1 2026-05~668,12 2026-06M~46,0 07-02~75,1 2026-06~242,4 05-28~91,0 06-19~6,0
61014914_482306|05-12~971,12 07-16~49,0 05-15~260,68 2026-06M~952,15 07-23~51,4 05-27~301,5 08-22~23,0 2026-09M~162,0 06-30~483,8 07-28~62,1 06-17~49,1 06-14~232,4 2026-06~7044,183 07-07~59,0 05-19~76,4 05-02~314,10 08-21~51,0 08-23~32,0 05-09~360,5 08-03~142,3 07-20~112,7 05-21~161,0 08-20~49,0 05-06~98,0 07-15~197,0 08-10~13,0 05-31~581,9 07-09~197,1 06-11~356,8 07-27~66,1 07-01~78,4 06-19~81,8 08-12~47,5 06-13~207,7 2026-05~8690,438 07-13~45,0 08-14~15,0 05-25~265,13 06-25~59,0 07-02~163,8 07-17~57,0 08-19~35,0 09-01~71,0 06-29~545,9 07-31~32,12 05-11~284,2 2026-07~2561,72 05-01~432,3 06-27~647,29 08-02~60,2 07-24~142,1 06-16~16,2 08-31~22,0 2026-08M~115,7 2026-09~162,0 06-05~51,0 06-01~359,5 07-19~60,0 07-26~13,0 05-07~229,7 08-27~6,0 08-04~44,1 08-09~14,1 05-26~334,12 06-26~80,0 05-08~295,4 08-17~75,11 07-06~45,0 07-05~54,2 05-18~54,6 08-06~54,3 08-13~26,0 06-15~174,6 08-25~92,0 06-18~113,2 08-11~33,7 07-10~75,1 06-08~344,10 09-02~91,0 08-05~93,13 06-02~593,10 all~19762,762 05-16~74,1 05-28~296,4 06-20~62,0 2026-05M~746,13 06-24~157,0 06-12~883,26 06-07~170,0 05-22~184,4 05-10~28,0 08-16~64,3 2026-07M~241,12 08-28~76,0 08-26~35,0 08-07~31,0 07-14~60,0 06-10~500,11 07-08~87,0 06-21~6,0 07-04~63,3 05-05~202,8 05-23~472,3 05-30~489,5 08-01~55,5 05-04~110,4 07-25~36,0 07-29~19,1 07-12~36,0 06-23~57,1 06-03~95,1 06-09~191,9 07-11~48,2 05-24~52,1 06-06~144,2 05-20~285,7 05-03~68,0 08-29~20,9 07-03~398,16 05-17~65,3 08-24~13,0 08-30~13,2 06-04~70,4 08-18~72,4 07-18~46,0 05-13~110,0 05-29~674,9 05-14~566,229 07-30~64,5 06-28~320,20 07-22~76,0 07-21~71,3 2026-08~1305,69
61014914_496847|05-28~127,0 06-13~128,3 08-04~446,47 08-02~169,5 08-01~433,30 08-14~625,35 07-16~220,8 08-23~383,2 08-07~145,17 07-25~122,5 08-22~485,9 07-27~318,15 05-03~250,16 05-25~114,4 08-29~594,12 08-12~373,15 05-24~231,6 05-01~76,2 08-28~327,12 07-10~522,5 06-08~275,5 06-26~410,5 06-04~154,10 07-09~268,7 06-11~366,7 05-16~27,1 all~35923,1392 08-10~236,10 07-05~336,3 07-17~636,64 06-24~208,10 05-02~435,64 08-26~284,4 07-23~535,28 05-14~11,0 08-16~293,17 06-15~453,22 06-16~553,13 07-14~524,13 07-01~908,5 06-19~372,4 07-20~318,38 06-05~54,6 07-13~306,9 08-03~193,1 06-09~68,6 07-11~203,3 07-30~343,32 06-28~687,16 08-30~221,1 2026-05~2314,110 08-09~391,9 06-03~211,14 07-02~431,12 06-22~455,15 07-22~432,24 05-13~48,2 2026-09M~978,26 05-22~128,1 06-23~247,24 07-24~319,21 05-26~41,0 2026-09~978,26 08-31~290,6 05-31~302,6 08-11~406,17 06-29~432,10 07-31~333,65 07-26~37,2 06-21~579,8 06-10~253,8 07-08~584,17 06-18~320,4 06-01~281,0 07-19~308,7 08-25~139,0 08-17~497,25 2026-07~12781,591 2026-05M~511,66 08-20~270,10 06-25~721,16 2026-07M~1339,17 06-06~263,0 07-06~504,14 05-23~73,4 05-19~5,0 05-15~24,0 08-13~616,15 05-20~25,0 06-20~353,11 05-11~81,0 06-27~376,6 08-19~114,2 09-01~694,9 2026-06M~511,6 06-14~36,1 05-08~28,1 06-02~230,6 08-06~281,31 07-03~278,5 07-21~539,67 2026-06~9807,253 07-04~844,6 08-08~123,3 2026-08~10043,412 06-17~208,3 07-18~504,22 08-27~154,0 08-24~325,13 2026-08M~602,35 06-12~250,2 08-18~440,40 09-02~284,17 07-12~280,8 07-29~319,39 05-12~92,0 06-07~203,4 05-29~17,0 06-30~661,14 07-28~104,2 07-07~837,34 08-15~313,7 07-15~569,11 08-05~332,12 05-27~97,0 05-30~65,3 08-21~145,5 05-18~17,0
6437456_121214|2026-05~2,1 06-07~6,0 07-17~4,1 05-09~2,1 08-31~13,0 08-27~1,0 08-25~13,2 2026-07~5,2 06-15~6,0 2026-06~89,2 06-08~9,0 08-01~115,5 06-18~18,1 all~238,12 07-14~1,1 2026-08~142,7 2026-08M~115,5 06-29~50,1
6934353_129197|07-22~4,1 05-03~176,4 05-26~4,0 07-25~91,2 05-13~4,0 06-16~46,0 07-17~51,0 06-23~73,1 05-18~69,5 06-17~48,0 08-13~19,0 2026-08M~23,1 06-12~110,1 05-02~16,0 08-06~38,2 07-29~5,1 06-21~54,1 08-02~6,0 08-03~11,1 05-10~90,6 2026-05M~177,0 07-11~45,0 06-09~50,0 05-25~95,2 08-18~51,0 06-19~108,1 07-01~11,0 05-06~106,0 05-17~112,11 05-31~54,0 08-05~4,0 2026-09~82,0 05-23~80,0 07-15~69,1 05-27~100,2 06-06~14,0 08-20~50,1 08-31~60,4 05-01~161,0 08-26~22,1 07-21~35,5 06-03~96,1 08-07~81,3 06-02~103,0 07-31~32,3 06-29~56,2 06-07~21,0 07-04~35,0 07-05~119,3 06-26~14,1 06-15~166,1 05-14~23,2 08-09~121,1 2026-07~1627,123 08-11~57,0 05-29~114,4 05-16~147,4 07-07~5,1 08-21~87,1 06-27~107,4 08-23~89,11 08-14~48,3 05-05~362,2 06-28~164,2 07-30~76,5 07-16~47,2 06-20~70,1 07-28~12,1 06-30~229,2 08-29~110,0 09-01~6,0 08-19~39,2 08-22~21,2 06-14~245,14 08-16~21,1 05-30~34,0 2026-07M~157,7 06-22~57,0 2026-06M~166,0 05-20~42,0 07-26~57,3 07-18~116,36 05-08~46,4 08-15~84,3 06-04~49,0 2026-05~2582,56 07-12~62,2 06-05~42,1 07-20~4,0 08-27~29,0 08-25~35,0 06-24~85,2 08-04~10,0 05-09~30,0 08-28~30,0 07-13~40,0 09-02~76,0 07-02~146,7 06-18~24,1 05-15~4,0 08-01~17,1 05-19~26,0 05-22~73,0 2026-08~1278,38 08-24~17,0 05-21~189,4 07-14~18,1 06-08~19,0 07-10~11,1 06-11~68,2 07-09~8,0 2026-09M~82,0 08-30~42,0 07-06~82,2 06-25~65,1 07-27~122,1 08-17~44,0 all~8006,262 05-07~35,1 2026-06~2437,45 05-28~153,5 07-23~63,4 07-19~179,39 06-01~63,0 07-24~23,0 08-12~6,0 08-10~25,0 06-13~99,6 07-03~10,1 05-12~81,0 05-11~59,0 07-08~49,1 06-10~92,0 05-04~97,0 08-08~4,1
6957193_130439|2026-08~15,0 05-24~12,0 05-21~59,0 06-22~9,5 2026-06~104,12 07-21~8,0 06-25~89,7 05-16~5,0 07-13~15,0 2026-05~93,2 07-08~74,1 all~326,15 08-11~5,0 05-11~4,0 2026-07~114,1 06-27~6,0 05-09~10,2 07-25~17,0 08-21~10,0 05-08~3,0
72243762_361318|05-15~15,0 2026-07~1091,52 05-20~71,4 08-23~98,2 05-28~82,0 06-21~222,0 06-11~41,0 07-09~23,0 06-14~90,1 08-19~30,3 05-02~184,1 08-13~19,0 05-01~71,2 2026-06M~243,3 06-06~31,2 06-13~14,0 05-14~221,3 06-01~46,0 08-05~16,3 08-01~62,21 07-29~5,0 06-25~34,1 06-02~197,3 2026-09M~34,7 05-25~168,0 06-20~146,8 08-29~47,0 07-15~117,1 08-10~253,10 2026-09~34,7 all~5447,174 2026-06~1558,37 08-18~41,0 08-15~117,6 05-21~75,0 06-07~87,0 05-26~55,4 2026-05~1674,22 07-31~74,8 06-29~14,0 07-13~6,0 05-12~29,1 07-06~131,4 06-19~11,0 05-29~16,1 05-11~234,2 07-02~14,0 05-22~1,0 05-30~82,0 07-16~31,2 2026-07M~14,0 08-03~117,1 08-16~133,4 08-14~2,1 08-11~31,2 05-04~5,0 06-03~38,1 06-04~135,6 07-08~58,0 06-10~21,0 07-07~46,1 05-06~42,1 2026-08~1090,56 06-28~86,4 07-30~79,4 05-23~50,0 06-08~81,6 07-10~8,2 07-27~55,0 06-05~95,3 05-13~46,2 09-02~34,7 08-07~44,0 07-12~232,8 2026-08M~62,21 06-17~58,0 05-17~23,0 07-23~15,5 07-21~144,15 06-09~29,2 07-14~53,2 05-10~87,0 05-18~101,1 08-17~14,0 08-25~20,0 05-08~5,0 06-30~82,0 08-22~10,0 08-27~36,3 2026-05M~255,3 05-03~11,0
72243762_463534|06-20~443,8 05-03~183,5 06-07~141,2 06-02~124,5 05-12~145,2 07-14~32,0 all~6434,131 05-16~25,1 06-04~317,4 07-05~52,1 06-23~134,1 09-01~22,0 2026-08~121,1 06-25~87,1 06-12~15,0 07-01~85,0 06-19~34,0 2026-05~2650,76 06-21~131,2 08-21~8,0 05-09~69,1 06-09~11,0 07-11~21,0 2026-05M~319,10 05-21~94,0 06-14~20,3 05-31~88,18 08-02~2,0 05-07~37,0 06-13~124,4 2026-08M~2,0 07-02~29,0 06-16~21,0 07-15~35,0 05-05~80,4 08-27~2,1 05-27~192,4 07-26~8,0 05-30~55,0 08-13~21,0 06-29~73,2 07-31~95,7 06-10~82,1 06-05~88,2 08-20~18,0 07-25~20,0 2026-09M~22,0 07-16~4,0 2026-06M~139,5 2026-06~2860,42 06-06~70,0 05-19~33,6 07-04~30,0 05-22~51,1 2026-07~781,12 05-18~49,2 06-28~25,0 05-28~45,0 07-06~115,2 06-18~114,0 05-14~158,1 05-04~189,12 06-26~38,0 2026-07M~114,0 07-17~20,2 05-02~72,6 07-03~97,0 05-13~43,3 05-01~247,4 07-27~5,0 08-24~16,0 05-08~93,0 05-26~133,0 07-10~57,0 06-08~313,2 08-14~37,0 08-31~17,0 06-11~320,3 07-23~11,0 05-23~244,0 05-17~40,0 05-15~13,0 05-25~78,0 05-20~126,1 07-24~17,0 05-11~40,4 05-06~28,1 06-15~55,0 2026-09~22,0 06-24~51,2 06-30~14,0 07-28~35,0 06-01~15,0 07-19~13,0
753847_278323|05-01~36,0 05-20~198,8 07-28~10,0 05-29~33,0 07-08~42,2 05-03~34,6 08-07~1,0 07-22~9,0 08-05~61,2 05-28~101,2 08-28~18,0 05-05~3,0 08-25~1,0 06-16~82,1 08-06~69,1 06-05~40,0 07-13~1,0 05-04~9,0 08-29~107,0 05-19~9,0 06-07~6,0 2026-09M~1,0 2026-08~845,20 07-17~12,0 06-01~12,0 06-22~127,0 08-08~52,0 06-20~251,5 06-17~150,6 08-24~6,0 05-15~9,2 08-17~49,1 06-24~109,0 2026-06~1807,27 08-01~28,0 07-24~8,0 05-14~246,4 07-07~33,2 06-11~2,0 08-22~269,9 05-02~24,0 06-02~11,0 09-02~1,0 08-14~30,7 06-27~116,3 05-17~26,2 08-20~84,0 06-13~82,0 05-18~10,0 06-21~36,0 06-30~17,0 05-27~70,0 07-19~14,0 08-23~5,0 06-10~120,6 05-26~22,0 06-29~57,0 2026-08M~28,0 06-18~171,3 05-10~3,0 2026-06M~23,0 06-03~11,0 05-23~2,0 07-25~17,0 05-30~48,0 06-12~48,0 08-21~22,0 07-04~80,0 all~4005,76 06-14~24,0 07-02~38,0 2026-09~1,0 06-15~144,1 2026-07M~38,0 2026-05M~60,0 2026-05~969,24 05-21~1,0 07-30~119,1 06-26~23,0 08-15~43,0 2026-07~383,5 05-13~9,0 06-23~28,0 05-07~7,0 05-31~28,0 06-08~140,2 05-16~41,0
753848_268626|05-30~27,0 07-23~7,0 07-16~33,1 07-02~27,2 07-24~2,0 06-12~19,2 07-11~298,4 06-07~62,0 06-26~7,0 06-15~5,1 07-03~52,1 2026-07~778,20 07-29~4,0 06-28~49,3 2026-06M~7,0 07-09~8,0 all~1602,55 06-08~43,1 06-21~39,0 05-29~82,4 06-20~39,0 07-17~9,0 06-01~7,0 06-17~25,0 07-06~152,4 06-10~111,2 06-04~51,3 07-12~43,1 07-14~78,3 07-10~34,2 06-06~48,1 05-28~6,0 08-09~11,0 2026-08~11,0 07-07~2,0 06-11~75,9 06-30~19,0 2026-05~193,7 06-23~8,0 07-15~29,2 05-31~78,3 06-18~6,0 2026-06~620,28 06-27~7,6 2026-07M~27,2
