btag|paths|landing|packed
5885261_500855|8|00000001:/it/casino-promocode 00000002:/no/casino-promocode 00000002:/tr/casino-promocode 00000006:/ko/casino-promocode 00000006:/pt/casino-promocode 00000010:/es/casino-promocode 00000056:/de/casino-promocode 00000283:/casino-promocode|08-26~11,7,2,2,1 08-28~19,18,8,3,0 08-13~11,11,5,2,0 08-03~9,9,6,2,1 08-08~20,20,12,4,0 08-14~6,5,2,1,0 08-25~16,14,2,1,0 08-02~8,8,4,2,0 08-01~12,11,5,1,0 08-24~9,7,4,3,0 08-16~9,8,5,3,1 08-17~16,15,6,1,0 08-07~15,15,10,5,3 08-06~14,14,10,5,1 08-20~14,14,7,4,1 08-05~11,9,5,3,0 08-15~12,12,8,1,0 07-28~9,9,2,1,0 08-12~5,5,3,3,0 08-27~10,10,3,0,0 08-22~12,11,6,4,0 08-19~15,15,9,4,0 08-23~13,11,7,2,0 08-04~7,7,5,2,0 08-29~28,27,18,7,2 07-31~5,5,3,2,0 08-09~9,8,5,0,0 06-30~2,2,2,0,0 07-29~11,11,6,3,0 08-18~14,14,6,2,0 08-21~15,14,5,4,1 08-11~9,9,4,2,0 08-10~7,7,3,1,0 07-30~6,5,4,1,0 all~366,352,193,86,11
60705687_484316|2|00000009:/ 00000094:/de|07-15~1,0,0,0,0 05-02~3,1,0,0,0 05-15~3,2,0,0,0 06-18~1,0,0,0,0 05-01~1,1,0,0,0 06-01~3,2,0,0,0 05-29~4,3,1,1,1 06-30~2,1,1,0,0 05-20~4,2,0,0,0 05-25~1,0,0,0,0 07-11~1,1,0,0,0 06-14~1,1,1,0,0 06-28~4,3,2,2,0 05-28~2,2,1,1,1 05-03~1,1,0,0,0 06-21~4,2,1,1,1 06-07~2,1,1,0,0 05-26~5,4,0,0,0 06-04~1,0,0,0,0 06-17~5,3,1,1,0 05-19~6,5,2,2,1 05-31~1,0,0,0,0 07-12~4,2,0,0,0 06-13~3,2,1,1,1 07-07~3,2,1,0,0 07-17~1,1,1,1,0 05-23~2,0,0,0,0 06-27~1,1,1,1,1 05-12~3,2,0,0,0 06-11~3,2,1,1,1 06-20~4,0,0,0,0 06-25~1,1,0,0,0 06-06~1,0,0,0,0 06-16~2,1,0,0,0 06-23~3,2,0,0,0 06-12~5,4,0,0,0 06-03~2,0,0,0,0 06-08~2,0,0,0,0 05-17~1,1,0,0,0 05-16~4,3,1,1,1 05-24~3,2,1,1,1 07-08~1,1,1,1,1 06-22~1,0,0,0,0 05-13~4,4,1,1,1 05-18~4,2,0,0,0 05-14~2,1,0,0,0 06-19~1,0,0,0,0 06-09~2,1,0,0,0 07-14~3,3,2,1,0 06-05~1,0,0,0,0 05-04~4,3,0,0,0 06-10~8,6,4,2,2 06-02~6,5,3,3,1 06-15~1,0,0,0,0 07-16~2,1,1,1,1 07-03~1,0,0,0,0 05-21~2,1,0,0,0 07-01~1,1,0,0,0 05-05~1,0,0,0,0 06-29~2,2,0,0,0 05-22~1,0,0,0,0 07-09~3,2,1,1,0 all~103,83,30,24,15
60705687_502835|3|00000001:/pt/casino-promocode 00000013:/casino-promocode 00000026:/de/casino-promocode|08-01~5,5,3,3,1 08-22~1,1,0,0,0 08-09~1,1,1,1,0 07-26~1,1,0,0,0 07-17~2,2,2,1,1 07-22~1,0,0,0,0 08-02~2,2,0,0,0 08-14~1,1,0,0,0 07-31~4,3,0,0,0 07-16~1,1,1,0,0 08-29~2,2,0,0,0 08-11~2,1,0,0,0 08-16~1,1,1,1,0 all~40,39,17,15,7 07-19~1,0,0,0,0 07-24~3,2,1,1,1 07-20~2,2,1,1,0 08-05~2,1,0,0,0 07-29~2,2,1,0,0 08-28~3,3,2,2,1 08-04~2,2,0,0,0 07-27~1,1,0,0,0 08-07~1,0,0,0,0 08-06~1,1,0,0,0 07-18~2,2,0,0,0 08-03~4,4,3,3,3 08-27~1,1,0,0,0 08-13~1,1,1,1,0 08-20~1,1,1,1,0 07-30~2,1,1,1,1
60791487_337537|7|00000001:/hi/crypto-sportsbook 00000002:/fr/crypto-sportsbook 00000003:/es/crypto-sportsbook 00000004:/de/crypto-sportsbook 00000005:/tr/crypto-sportsbook 00000009:/pt/crypto-sportsbook 00000118:/crypto-sportsbook|07-22~1,0,0,0,0 05-29~4,0,0,0,0 06-10~1,1,1,1,0 08-25~1,0,0,0,0 07-08~2,0,0,0,0 08-02~1,0,0,0,0 07-06~3,0,0,0,0 08-03~4,0,0,0,0 08-10~1,0,0,0,0 06-19~1,0,0,0,0 07-30~1,0,0,0,0 all~142,19,11,9,3 05-13~3,0,0,0,0 08-05~2,0,0,0,0 08-15~1,0,0,0,0 08-18~1,0,0,0,0 07-05~3,0,0,0,0 08-09~1,0,0,0,0 05-20~3,0,0,0,0 06-15~3,0,0,0,0 05-21~2,0,0,0,0 05-09~2,0,0,0,0 05-06~1,0,0,0,0 07-11~2,0,0,0,0 08-04~3,0,0,0,0 06-11~2,0,0,0,0 07-16~4,0,0,0,0 07-15~1,0,0,0,0 05-15~1,0,0,0,0 05-25~1,0,0,0,0 05-05~1,0,0,0,0 06-23~2,1,1,1,0 06-02~3,0,0,0,0 07-23~1,0,0,0,0 07-28~1,0,0,0,0 08-17~2,0,0,0,0 05-28~1,0,0,0,0 05-19~2,0,0,0,0 06-03~1,0,0,0,0 05-12~7,0,0,0,0 05-01~2,1,0,0,0 08-06~1,0,0,0,0 08-22~3,0,0,0,0 07-03~3,0,0,0,0 07-31~1,0,0,0,0 05-03~2,0,0,0,0 07-12~1,0,0,0,0 07-09~3,2,2,1,1 05-14~1,0,0,0,0 05-04~2,0,0,0,0 05-31~4,0,0,0,0 05-11~4,0,0,0,0 07-04~3,0,0,0,0 05-24~3,0,0,0,0 08-08~3,0,0,0,0 05-30~3,0,0,0,0 06-18~2,0,0,0,0 08-26~1,0,0,0,0 05-23~1,0,0,0,0 06-06~1,0,0,0,0 07-02~2,0,0,0,0 05-26~1,0,0,0,0 07-27~2,0,0,0,0 08-11~2,0,0,0,0 06-09~2,0,0,0,0 08-28~1,0,0,0,0 06-16~1,1,0,0,0 07-20~3,1,1,1,0 05-02~4,0,0,0,0 07-17~1,0,0,0,0 08-01~4,0,0,0,0 08-19~3,0,0,0,0 06-27~1,0,0,0,0 06-08~1,0,0,0,0 05-10~3,0,0,0,0 05-07~1,0,0,0,0 07-24~1,0,0,0,0 08-21~3,0,0,0,0 08-16~2,1,0,0,0 06-28~2,0,0,0,0 08-12~1,1,1,1,0 08-29~3,0,0,0,0 06-20~3,0,0,0,0 08-20~5,1,1,1,0 05-18~2,0,0,0,0 05-08~2,0,0,0,0
61014914_433206|1|00000010:/es/Get-150-Deposit-Bonus-300-Free-Spins-A|05-29~2,1,1,0,0 05-28~1,1,0,0,0 05-14~1,1,1,1,0 05-19~2,2,2,0,0 05-02~1,1,0,0,0 05-21~1,1,1,1,0 05-09~1,1,0,0,0 05-17~1,1,1,1,0 all~10,9,6,3,0
61014914_482306|6|00000001:/it/promotions/welcome-bonus 00000002:/fr/promotions/welcome-bonus 00000004:/de/promotions/welcome-bonus 00000005:/es/promotions/welcome-bonus 00000020:/pt/promotions/welcome-bonus 00000173:/promotions/welcome-bonus|05-13~3,0,0,0,0 07-04~1,0,0,0,0 05-08~5,2,0,0,0 05-14~4,1,1,1,0 05-11~4,1,0,0,0 06-15~1,0,0,0,0 05-12~6,0,0,0,0 06-01~10,4,2,0,0 all~205,62,39,18,1 07-02~1,0,0,0,0 06-30~4,1,1,0,0 05-05~3,1,0,0,0 05-24~1,0,0,0,0 05-25~5,4,3,2,0 06-27~52,9,5,1,0 06-28~16,4,3,1,0 05-28~5,2,1,0,0 06-18~1,0,0,0,0 05-26~3,1,1,1,0 06-25~3,0,0,0,0 07-03~1,1,1,1,0 07-19~1,0,0,0,0 06-17~6,0,0,0,0 06-26~5,0,0,0,0 06-02~11,3,3,2,0 05-23~4,1,1,0,0 05-02~2,1,0,0,0 05-22~3,1,1,0,0 05-10~8,0,0,0,0 06-16~2,0,0,0,0 05-27~4,2,2,0,0 06-05~1,0,0,0,0 05-20~3,2,2,1,0 05-07~5,2,0,0,0 07-20~1,1,1,0,0 05-09~4,2,0,0,0 05-30~2,1,1,0,0 05-04~2,1,0,0,0 06-09~1,0,0,0,0 05-19~2,0,0,0,0 05-01~2,2,0,0,0 05-29~3,0,0,0,0 05-15~3,1,1,0,0 05-31~6,2,2,1,0 06-29~12,4,2,0,0 05-06~2,0,0,0,0 05-16~1,1,0,0,0
61014914_496847|7|00000001:/el 00000001:/no 00000002:/fr 00000002:/ja 00000008:/de 00000014:/es 00000207:/|06-14~4,1,0,0,0 07-03~2,2,2,1,0 08-09~2,2,1,0,0 07-05~4,3,2,1,0 07-07~1,0,0,0,0 08-21~7,6,0,0,0 06-23~5,2,0,0,0 08-22~2,1,0,0,0 08-05~1,1,1,1,0 07-09~2,2,2,1,0 06-07~8,6,3,1,0 08-29~1,0,0,0,0 06-17~7,3,2,1,0 07-17~2,1,1,0,0 06-28~8,5,5,0,0 08-26~2,1,0,0,0 06-18~7,2,1,0,0 07-08~2,1,1,0,0 08-24~2,1,1,0,0 08-06~2,2,2,0,0 06-30~6,3,1,0,0 07-30~1,1,1,0,0 06-15~7,3,2,0,0 06-24~5,1,0,0,0 08-02~2,1,0,0,0 07-28~1,0,0,0,0 06-04~4,3,1,0,0 06-03~10,4,3,2,0 06-08~8,4,3,2,0 07-21~2,1,0,0,0 06-22~8,5,4,3,0 07-18~1,1,1,0,0 06-10~8,6,4,2,0 07-02~1,0,0,0,0 08-17~3,1,1,1,0 06-29~6,2,2,0,0 06-20~7,3,2,0,0 05-29~1,1,0,0,0 08-03~1,1,0,0,0 08-12~1,0,0,0,0 06-19~4,2,1,1,0 08-27~1,1,1,0,0 06-27~4,1,1,0,0 07-04~3,0,0,0,0 06-11~7,4,2,2,0 07-27~5,2,0,0,0 07-10~4,3,3,2,0 08-20~1,0,0,0,0 08-08~1,0,0,0,0 08-18~2,1,1,0,0 06-26~9,6,1,1,0 07-06~1,1,0,0,0 07-22~1,0,0,0,0 08-14~1,0,0,0,0 07-01~2,2,1,1,1 08-01~1,1,1,0,0 06-12~8,3,2,0,0 07-15~5,2,1,1,0 06-13~5,1,1,0,0 08-04~1,1,0,0,0 07-13~2,1,0,0,0 06-09~4,2,1,0,0 06-16~10,4,3,1,0 07-23~1,0,0,0,0 06-06~7,2,0,0,0 06-05~3,1,1,0,0 07-29~2,1,1,1,0 07-24~1,1,1,1,0 06-21~11,8,4,2,0 06-25~7,4,3,1,0 07-16~1,0,0,0,0 07-26~1,0,0,0,0 all~235,135,86,35,2
6437456_121214|2|00000001:/fr/crypto-casino 00000015:/crypto-casino|06-07~1,0,0,0,0 05-17~1,0,0,0,0 08-25~1,0,0,0,0 08-11~1,0,0,0,0 05-15~1,0,0,0,0 07-14~1,0,0,0,0 07-17~1,0,0,0,0 08-01~1,1,1,1,1 08-27~1,0,0,0,0 07-11~1,0,0,0,0 all~16,3,3,1,1 05-09~1,0,0,0,0 06-29~1,1,1,0,0 06-08~1,1,1,0,0 06-18~1,0,0,0,0 06-15~1,0,0,0,0 08-23~1,0,0,0,0
6934353_129197|5|00000001:/it 00000001:/pt 00000003:/es 00000019:/de 00000135:/|07-11~1,1,1,0,0 05-23~3,1,0,0,0 07-28~1,0,0,0,0 05-11~2,1,0,0,0 05-04~2,1,0,0,0 05-05~4,0,0,0,0 05-30~1,0,0,0,0 05-24~1,0,0,0,0 05-21~3,2,2,2,0 05-03~6,3,0,0,0 08-09~3,2,2,1,0 07-26~3,2,2,0,0 07-15~1,1,1,0,0 07-17~1,0,0,0,0 05-07~1,0,0,0,0 07-21~1,1,1,0,0 08-14~2,1,1,0,0 06-03~1,1,1,0,0 06-20~1,0,0,0,0 08-15~4,2,2,0,0 07-23~1,0,0,0,0 07-31~1,1,1,0,0 06-13~2,2,2,0,0 07-16~2,1,1,0,0 05-15~1,0,0,0,0 06-04~3,1,0,0,0 08-29~2,2,2,1,0 06-17~2,1,1,0,0 08-26~1,1,0,0,0 06-18~1,0,0,0,0 07-13~1,0,0,0,0 05-18~6,3,1,0,0 08-11~1,0,0,0,0 06-28~2,2,1,0,0 05-27~2,2,2,1,0 06-23~1,1,1,0,0 05-16~2,0,0,0,0 07-19~1,1,1,1,0 07-24~1,0,0,0,0 06-21~2,2,1,0,0 06-09~1,0,0,0,0 06-02~4,1,1,0,0 06-12~1,0,0,0,0 06-27~1,0,0,0,0 08-19~3,1,0,0,0 05-02~1,0,0,0,0 08-28~1,0,0,0,0 05-12~2,1,0,0,0 05-20~2,0,0,0,0 08-04~2,0,0,0,0 08-18~3,1,1,0,0 05-17~1,1,1,1,0 05-10~2,1,0,0,0 08-23~3,2,1,0,0 06-30~1,0,0,0,0 07-10~1,1,0,0,0 07-04~3,0,0,0,0 08-17~1,0,0,0,0 06-01~4,0,0,0,0 07-27~2,1,1,1,0 06-14~1,1,1,1,0 08-07~1,1,1,0,0 05-29~2,1,1,0,0 06-06~1,0,0,0,0 08-06~1,0,0,0,0 07-12~3,1,1,0,0 05-09~2,0,0,0,0 05-19~2,1,0,0,0 05-25~2,1,1,0,0 06-22~2,0,0,0,0 07-18~2,1,1,0,0 08-03~1,0,0,0,0 05-28~2,1,0,0,0 07-08~2,0,0,0,0 07-05~1,1,1,0,0 05-01~19,5,0,0,0 06-19~2,2,2,0,0 08-13~2,1,0,0,0 08-10~1,0,0,0,0 07-02~3,3,2,0,0 08-24~3,0,0,0,0 08-20~1,1,1,0,0 07-30~1,1,1,0,0 all~159,79,51,17,0
6957193_130439|2|00000003:/ 00000011:/de|06-25~1,1,1,1,0 07-21~1,0,0,0,0 08-11~1,0,0,0,0 05-12~1,0,0,0,0 05-02~1,0,0,0,0 05-08~1,0,0,0,0 06-22~1,0,0,0,0 07-13~1,1,0,0,0 06-27~1,1,0,0,0 05-11~1,0,0,0,0 05-03~1,0,0,0,0 07-08~2,1,1,0,0 05-09~1,1,0,0,0 05-21~1,1,1,1,0 all~14,7,3,2,0
72243762_361318|1|00000121:/300bonus-Casinolandia-US|05-18~1,0,0,0,0 06-21~1,1,0,0,0 06-09~2,1,1,0,0 05-23~3,2,2,2,0 07-21~3,2,2,1,0 06-13~1,1,0,0,0 05-06~3,2,0,0,0 06-07~2,1,1,0,0 08-25~1,1,0,0,0 06-28~3,2,2,0,0 08-16~2,2,2,1,0 05-11~5,3,0,0,0 08-14~1,0,0,0,0 05-20~1,1,1,1,0 08-22~1,1,1,0,0 05-04~1,0,0,0,0 05-21~1,1,1,0,0 06-01~2,2,2,1,0 05-13~2,2,0,0,0 06-02~5,5,4,3,0 07-16~2,2,2,0,0 05-12~4,2,0,0,0 05-02~2,2,0,0,0 05-03~2,2,0,0,0 05-25~6,4,4,2,0 08-15~1,1,1,1,0 08-05~1,1,1,1,0 06-08~2,1,1,0,0 05-10~2,2,0,0,0 08-10~3,2,1,0,0 07-12~1,1,1,1,0 07-15~1,1,1,1,0 05-28~3,2,2,0,0 05-17~2,0,0,0,0 06-19~2,1,1,0,0 08-27~1,1,1,0,0 08-23~1,1,1,1,0 07-06~2,2,2,2,0 06-14~2,2,2,1,0 07-31~1,1,1,1,0 07-07~2,1,1,0,0 06-20~1,1,1,0,0 06-06~2,1,1,0,0 07-08~1,1,0,0,0 05-01~1,1,0,0,0 05-29~1,0,0,0,0 07-20~1,0,0,0,0 08-17~2,1,1,0,0 08-13~1,1,1,1,0 08-07~1,1,1,1,0 07-14~2,1,1,0,0 08-29~3,1,1,0,0 06-17~1,0,0,0,0 06-03~1,1,0,0,0 08-11~2,1,1,1,0 05-14~5,2,1,0,0 06-04~6,4,3,3,0 06-05~2,2,2,0,0 06-25~4,3,2,0,0 08-19~1,0,0,0,0 08-06~1,0,0,0,0 05-15~1,1,0,0,0 06-18~1,0,0,0,0 08-01~1,1,0,0,0 07-27~1,1,1,1,0 07-23~1,1,1,0,0 06-30~1,1,1,1,0 05-30~3,2,1,1,0 all~121,90,62,33,0
72243762_463534|7|00000001:/tr/Get-150-Deposit-Bonus-300-Free-Spins-A 00000002:/el/Get-150-Deposit-Bonus-300-Free-Spins-A 00000003:/it/Get-150-Deposit-Bonus-300-Free-Spins-A 00000007:/pt/Get-150-Deposit-Bonus-300-Free-Spins-A 00000015:/de/Get-150-Deposit-Bonus-300-Free-Spins-A 00000016:/es/Get-150-Deposit-Bonus-300-Free-Spins-A 00000103:/Get-150-Deposit-Bonus-300-Free-Spins-A|05-17~2,2,0,0,0 05-01~5,5,0,0,0 05-30~2,2,1,0,0 06-06~3,3,1,1,0 05-31~6,6,1,0,0 05-22~4,4,1,0,0 05-27~3,3,1,0,0 05-16~3,3,1,0,0 05-19~4,3,1,0,0 06-05~2,2,2,1,0 05-26~5,4,0,0,0 06-09~1,1,0,0,0 05-11~5,5,0,0,0 05-07~3,3,0,0,0 06-01~1,1,0,0,0 05-25~3,3,2,0,0 06-02~20,19,2,1,0 05-02~6,6,0,0,0 05-10~1,1,0,0,0 05-21~4,4,1,0,0 06-08~6,6,2,1,0 05-18~3,3,2,0,0 05-09~2,2,0,0,0 05-28~1,1,0,0,0 05-08~2,2,0,0,0 05-14~2,2,1,1,1 05-06~3,3,0,0,0 06-07~3,3,2,1,0 05-23~6,6,4,1,0 05-05~2,2,0,0,0 05-04~2,2,0,0,0 05-13~8,8,1,0,0 05-24~1,1,0,0,0 05-03~4,4,0,0,0 05-20~6,6,1,1,0 06-03~1,1,0,0,0 06-10~1,1,1,0,0 05-12~20,20,0,0,0 06-04~4,4,1,1,0 all~147,146,33,14,1
753847_278323|6|00000001:/fr 00000001:/ja 00000001:/pt 00000002:/es 00000003:/de 00000036:/|06-07~1,0,0,0,0 05-10~1,0,0,0,0 07-24~1,0,0,0,0 08-12~1,0,0,0,0 05-20~3,1,1,1,0 05-14~1,0,0,0,0 06-21~1,0,0,0,0 08-03~1,0,0,0,0 07-04~1,0,0,0,0 08-07~1,0,0,0,0 06-05~1,1,0,0,0 07-27~1,0,0,0,0 08-04~1,0,0,0,0 05-07~1,0,0,0,0 06-10~1,1,1,1,1 06-27~1,0,0,0,0 07-28~1,0,0,0,0 06-24~3,0,0,0,0 07-30~1,0,0,0,0 08-06~3,1,1,1,0 08-14~1,1,1,0,0 05-03~3,0,0,0,0 05-17~1,1,1,0,0 05-26~2,0,0,0,0 06-08~2,1,1,1,0 05-31~1,1,1,0,0 06-02~1,0,0,0,0 06-11~1,0,0,0,0 05-28~1,1,0,0,0 05-04~1,0,0,0,0 07-19~1,0,0,0,0 05-13~2,0,0,0,0 05-01~1,0,0,0,0 06-17~2,0,0,0,0 08-24~1,0,0,0,0 06-20~3,2,2,0,0 05-27~2,0,0,0,0 08-08~1,0,0,0,0 08-21~1,0,0,0,0 05-15~1,1,1,0,0 05-29~2,1,1,1,0 08-22~1,1,1,1,0 05-02~1,0,0,0,0 06-22~1,0,0,0,0 06-03~1,0,0,0,0 05-19~2,1,0,0,0 08-13~1,0,0,0,0 06-15~1,1,1,0,0 06-14~1,0,0,0,0 07-05~1,0,0,0,0 08-15~2,2,1,0,0 06-26~1,0,0,0,0 06-16~1,1,0,0,0 08-28~2,0,0,0,0 all~44,18,12,7,1
753848_268626|5|00000001:/es/150-Exclusive-Deposit-Bonus 00000001:/pt/150-Exclusive-Deposit-Bonus 00000002:/de/150-Exclusive-Deposit-Bonus 00000002:/fr/150-Exclusive-Deposit-Bonus 00000070:/150-Exclusive-Deposit-Bonus|07-15~1,1,0,0,0 06-15~2,0,0,0,0 05-31~2,0,0,0,0 05-28~1,0,0,0,0 06-01~4,1,0,0,0 06-19~1,0,0,0,0 all~76,37,25,13,0 07-17~2,0,0,0,0 06-23~2,1,0,0,0 07-02~1,1,1,1,0 06-12~2,2,2,0,0 07-12~2,1,0,0,0 06-06~1,1,1,1,0 06-11~1,1,1,0,0 06-26~2,0,0,0,0 06-21~3,1,1,1,0 07-10~3,1,1,0,0 07-03~2,1,1,0,0 06-28~2,1,1,0,0 06-02~6,0,0,0,0 05-29~4,2,2,2,0 07-05~1,0,0,0,0 07-08~1,0,0,0,0 07-14~4,3,3,2,0 06-04~3,1,1,1,0 05-30~1,0,0,0,0 06-20~2,1,1,1,0 06-08~6,2,0,0,0 06-30~1,1,1,0,0 07-09~1,1,0,0,0 06-18~1,1,0,0,0 07-11~3,1,1,0,0 06-10~2,2,2,1,0 06-24~1,0,0,0,0 06-27~2,0,0,0,0 07-06~2,1,1,0,0 06-13~1,0,0,0,0 07-16~1,1,1,1,0 06-07~5,2,1,1,0 06-17~1,1,1,1,0
753856_442532|6|00000001:/es/Get-150-Deposit-Bonus-300-Free-Spins-A 00000001:/fr/Get-150-Deposit-Bonus-300-Free-Spins-A 00000001:/no/Get-150-Deposit-Bonus-300-Free-Spins-A 00000003:/pt/Get-150-Deposit-Bonus-300-Free-Spins-A 00000003:/tr/Get-150-Deposit-Bonus-300-Free-Spins-A 00000040:/Get-150-Deposit-Bonus-300-Free-Spins-A|06-04~1,1,0,0,0 05-18~4,4,1,0,0 05-20~1,1,0,0,0 05-11~6,6,0,0,0 05-10~3,3,0,0,0 05-06~2,2,0,0,0 05-07~5,5,0,0,0 05-08~3,3,0,0,0 05-17~1,1,0,0,0 05-19~2,2,0,0,0 05-04~2,2,0,0,0 05-15~2,2,1,1,0 05-09~6,5,0,0,0 05-02~4,4,0,0,0 05-25~1,1,0,0,0 05-05~1,1,0,0,0 05-13~3,2,1,0,0 05-01~4,4,0,0,0 all~49,48,6,3,1
753856_495382|6|00000001:/hi/special-bonus/up-to-200 00000001:/ja/special-bonus/up-to-200 00000002:/fr/special-bonus/up-to-200 00000004:/de/special-bonus/up-to-200 00000006:/es/special-bonus/up-to-200 00000021:/special-bonus/up-to-200|05-31~1,1,0,0,0 05-30~1,1,0,0,0 05-23~1,1,0,0,0 05-26~2,2,2,1,0 08-11~1,1,0,0,0 05-27~3,2,1,0,0 05-28~1,1,1,1,0 05-24~1,1,0,0,0 06-14~1,1,1,1,1 06-03~2,2,2,0,0 05-20~4,4,2,0,0 06-20~1,1,1,1,1 06-10~1,1,1,0,0 05-19~3,2,1,0,0 05-29~3,3,0,0,0 06-06~1,0,0,0,0 08-28~1,0,0,0,0 05-22~3,3,1,1,0 08-24~1,1,1,0,0 08-23~1,1,1,0,0 07-23~1,1,1,1,0 08-18~1,1,0,0,0 05-21~2,2,0,0,0 06-02~3,2,2,0,0 all~35,34,18,9,6
753856_495386|7|00000001:/ja/crypto-casino 00000002:/pt/crypto-casino 00000006:/fr/crypto-casino 00000010:/no/crypto-casino 00000012:/de/crypto-casino 00000013:/es/crypto-casino 00000170:/crypto-casino|07-27~1,1,0,0,0 07-09~1,0,0,0,0 07-31~1,1,1,0,0 08-04~2,2,0,0,0 07-01~2,2,2,0,0 07-12~3,1,0,0,0 07-25~3,0,0,0,0 06-01~6,5,2,2,1 06-11~2,0,0,0,0 07-07~5,4,3,1,1 06-25~2,2,1,1,1 08-07~3,1,0,0,0 08-24~1,1,0,0,0 07-26~1,1,0,0,0 07-29~4,3,0,0,0 06-06~2,1,0,0,0 all~214,126,48,32,21 08-09~1,0,0,0,0 07-16~2,1,0,0,0 07-19~3,0,0,0,0 08-13~5,3,1,1,1 07-06~1,0,0,0,0 08-14~5,3,1,1,1 06-29~3,2,0,0,0 08-17~6,5,2,2,2 06-13~3,0,0,0,0 08-08~1,1,1,1,0 05-21~6,2,0,0,0 06-04~1,1,0,0,0 07-08~2,1,0,0,0 06-05~2,0,0,0,0 06-08~3,3,1,1,1 08-11~7,5,2,2,1 07-21~3,3,1,0,0 06-15~2,1,0,0,0 06-14~4,1,0,0,0 05-31~1,1,0,0,0 06-26~3,1,0,0,0 08-18~2,0,0,0,0 07-15~3,1,0,0,0 07-30~2,2,1,0,0 05-29~1,0,0,0,0 06-17~2,0,0,0,0 08-29~3,1,0,0,0 06-07~2,2,0,0,0 06-23~2,1,0,0,0 07-04~3,2,1,0,0 07-20~2,2,0,0,0 07-11~1,1,0,0,0 08-02~3,1,1,1,0 05-20~7,5,1,0,0 06-19~2,1,1,1,0 08-10~1,0,0,0,0 05-19~1,1,0,0,0 06-22~1,1,0,0,0 07-28~6,2,0,0,0 08-06~2,2,0,0,0 07-18~2,2,1,1,0 06-30~2,1,0,0,0 05-26~4,2,0,0,0 07-24~2,1,1,1,1 08-28~1,1,0,0,0 06-16~3,1,0,0,0 08-05~3,1,0,0,0 08-25~2,0,0,0,0 05-23~7,2,0,0,0 07-13~1,1,1,1,1 08-22~5,2,2,0,0 07-05~2,1,0,0,0 08-15~5,2,2,1,1 07-03~2,2,1,1,1 06-24~2,2,2,2,1 06-18~2,2,1,0,0 08-23~2,1,0,0,0 07-14~2,0,0,0,0 06-03~1,0,0,0,0 08-12~4,1,0,0,0 05-30~1,0,0,0,0 07-02~2,1,1,0,0 05-22~4,2,0,0,0 08-16~3,3,1,0,0 06-28~3,2,0,0,0 07-10~2,2,0,0,0 08-03~1,1,1,1,0 05-24~3,1,0,0,0 06-09~5,4,2,1,1 05-28~2,1,0,0,0 05-25~4,1,1,1,0 07-22~3,1,0,0,0 05-27~1,1,1,0,0 06-20~2,2,2,2,2 08-19~3,2,1,0,0 06-27~2,0,0,0,0
753856_502844|2|00000008:/casino-promocode 00000076:/es/casino-promocode|07-27~5,4,1,1,0 07-23~30,28,17,5,0 07-21~3,3,0,0,0 07-28~2,1,1,0,0 07-17~1,1,0,0,0 08-28~1,1,0,0,0 07-20~1,1,1,0,0 07-25~5,5,4,1,0 08-20~1,1,0,0,0 07-16~1,1,1,0,0 07-19~1,1,1,0,0 08-05~1,1,1,0,0 07-22~18,16,10,3,0 07-26~7,7,2,1,0 08-19~1,1,0,0,0 07-24~7,6,6,2,0 07-31~1,1,0,0,0 08-02~2,2,0,0,0 07-29~4,4,4,0,0 08-06~1,1,1,0,0 08-16~1,1,1,0,0 all~84,82,51,18,0
753874_29800|4|00000001:/es 00000001:/pt 00000005:/de 00000030:/|07-15~1,1,1,0,0 05-02~1,0,0,0,0 05-09~1,1,0,0,0 07-30~1,1,1,1,0 06-18~1,0,0,0,0 06-30~2,0,0,0,0 05-07~1,0,0,0,0 06-14~1,1,1,1,0 05-03~1,0,0,0,0 06-21~1,0,0,0,0 07-25~1,0,0,0,0 05-26~1,1,0,0,0 05-10~1,0,0,0,0 05-11~2,2,0,0,0 07-17~1,1,0,0,0 05-12~1,1,0,0,0 06-11~1,0,0,0,0 07-20~1,0,0,0,0 05-06~1,0,0,0,0 06-03~1,0,0,0,0 05-24~4,1,1,1,0 07-05~1,1,1,1,0 05-13~1,0,0,0,0 05-14~1,0,0,0,0 07-14~1,0,0,0,0 07-04~2,2,0,0,0 08-02~1,0,0,0,0 06-15~1,1,1,1,0 06-26~1,0,0,0,0 07-21~1,0,0,0,0 05-22~1,1,1,1,0 08-24~1,0,0,0,0 all~37,15,7,6,0
753874_32178|2|00000001:/de 00000026:/|06-25~2,0,0,0,0 08-16~1,1,0,0,0 08-22~1,1,1,0,0 07-24~2,1,1,1,1 06-16~1,0,0,0,0 all~27,8,5,2,1 07-18~1,0,0,0,0 06-15~1,0,0,0,0 06-08~1,1,1,1,0 07-07~1,0,0,0,0 05-16~2,0,0,0,0 06-06~1,1,1,0,0 07-30~1,0,0,0,0 07-17~1,0,0,0,0 07-22~1,0,0,0,0 08-06~2,0,0,0,0 06-20~1,0,0,0,0 06-24~2,0,0,0,0 08-03~1,1,0,0,0 05-02~1,0,0,0,0 06-26~1,0,0,0,0 08-02~1,0,0,0,0 06-02~2,1,1,0,0 08-15~1,1,0,0,0
